id,time,feature_1,feature_2
47,2019-03-19 00:07:50,630.0653945758963,49520.35160126744
48,2019-03-19 00:08:00,627.8787434424344,49521.80719194347
49,2019-03-19 00:08:10,624.982159384905,49477.80459868847
50,2019-03-19 00:08:20,622.6690850704792,49594.52554316565
51,2019-03-19 00:08:30,622.9033235594367,49662.55825228409
52,2019-03-19 00:08:40,621.5608194841036,49683.11241150745
53,2019-03-19 00:08:50,621.8450721425669,49741.66009042752
54,2019-03-19 00:09:00,622.4624478875184,49874.60559243519
55,2019-03-19 00:09:10,621.1663679123666,49901.555041286236
56,2019-03-19 00:09:20,620.2095741210783,49935.55661849718
57,2019-03-19 00:09:30,620.0425806046612,49922.07547462882
58,2019-03-19 00:09:40,619.8093937865349,49946.01585823628
59,2019-03-19 00:09:50,617.6582369999318,49985.644245990195
60,2019-03-19 00:10:00,617.7705753890315,50051.984119461515
61,2019-03-19 00:10:10,618.0358149638544,50065.38312513931
62,2019-03-19 00:10:20,615.0501283745107,50066.12199620443
63,2019-03-19 00:10:30,612.7718468909028,50124.713594403394
64,2019-03-19 00:10:40,614.4617758756918,50101.00721955609
65,2019-03-19 00:10:50,613.7311901126488,50125.25183755401
66,2019-03-19 00:11:00,613.7701655372559,50111.306999902336
67,2019-03-19 00:11:10,614.6431796138025,50124.53001342637
68,2019-03-19 00:11:20,613.5388611115,50246.1960196723
69,2019-03-19 00:11:30,612.0859299293496,50265.269868192125
70,2019-03-19 00:11:40,612.2007693917751,50297.57641111683
71,2019-03-19 00:11:50,611.6794993414012,50307.307221909425
72,2019-03-19 00:12:00,610.5170606897049,50265.47807938434
73,2019-03-19 00:12:10,610.3686673885302,50291.40145102325
74,2019-03-19 00:12:20,609.9747064990878,50267.10344971816
75,2019-03-19 00:12:30,609.4952595106856,50250.813293020576
76,2019-03-19 00:12:40,608.334437002193,50363.27180562084
77,2019-03-19 00:12:50,607.1330287562716,50423.742083174475
78,2019-03-19 00:13:00,605.9993541600401,50470.77994804178
79,2019-03-19 00:13:10,605.5098526875797,50499.527016694854
80,2019-03-19 00:13:20,604.8144118519679,50533.36892703964
81,2019-03-19 00:13:30,604.5188454594961,50559.61190521751
82,2019-03-19 00:13:40,604.2650660802992,50563.99210565423
83,2019-03-19 00:13:50,603.3641231915922,50647.83090074142
84,2019-03-19 00:14:00,602.1542624165511,50677.33795045056
85,2019-03-19 00:14:10,600.7655432014385,50752.35729683666
86,2019-03-19 00:14:20,599.9854195345296,50945.45537835876
87,2019-03-19 00:14:30,599.3836593352229,51086.74301886694
88,2019-03-19 00:14:40,599.9211410958045,51039.2675155251
89,2019-03-19 00:14:50,598.7219955857605,50921.706675615365
90,2019-03-19 00:15:00,598.9421956912378,50936.75413583664
91,2019-03-19 00:15:10,599.4969564768828,51061.5918935396
92,2019-03-19 00:15:20,598.6504925535446,51094.42876102941
93,2019-03-19 00:15:30,597.5699265344083,51002.97786250397
94,2019-03-19 00:15:40,596.9574651140426,50938.20842510615
95,2019-03-19 00:15:50,598.4463296002951,50928.06758504987
96,2019-03-19 00:16:00,598.9663844765743,50894.38263423871
97,2019-03-19 00:16:10,599.5002433462444,50860.04170269452
98,2019-03-19 00:16:20,578.1949440242187,50866.10251478414
99,2019-03-19 00:16:30,601.0274662447027,50931.04819265044
100,2019-03-19 00:16:40,599.5441212488665,50976.858082155304
101,2019-03-19 00:16:50,599.6420203581657,50953.10430834512
102,2019-03-19 00:17:00,598.9610490503092,50886.958584330685
103,2019-03-19 00:17:10,598.634125370962,50904.69836181769
104,2019-03-19 00:17:20,598.9019898784863,50853.39640324134
105,2019-03-19 00:17:30,598.967623574556,50909.73143449336
106,2019-03-19 00:17:40,598.5359460606705,50918.10870208361
107,2019-03-19 00:17:50,597.3925323496967,50962.872134851896
108,2019-03-19 00:18:00,597.8817609234134,50984.376040741736
109,2019-03-19 00:18:10,599.139222826701,51055.854942321734
110,2019-03-19 00:18:20,598.089345946611,51137.56700548402
111,2019-03-19 00:18:30,598.2876099279144,51166.88758165961
112,2019-03-19 00:18:40,597.2949282041816,51224.65615312549
113,2019-03-19 00:18:50,597.4712147256134,51236.15928397428
114,2019-03-19 00:19:00,595.4989196667901,51299.21259701376
115,2019-03-19 00:19:10,593.781159931632,51298.42265425237
116,2019-03-19 00:19:20,591.5880215352653,51297.849906838055
117,2019-03-19 00:19:30,590.8283798072974,51302.32072424966
118,2019-03-19 00:19:40,588.5175176686091,51455.85226313791
119,2019-03-19 00:19:50,589.1865617086842,51771.988513260025
120,2019-03-19 00:20:00,588.6417770294033,51833.56484582208
121,2019-03-19 00:20:10,586.7851290910606,51862.78932584038
122,2019-03-19 00:20:20,585.942080019881,51920.60558664906
123,2019-03-19 00:20:30,584.2093746286414,51957.523850914025
124,2019-03-19 00:20:40,581.5238927577356,51935.18388256374
125,2019-03-19 00:20:50,580.64686183767,51820.66442839522
126,2019-03-19 00:21:00,580.0156349175367,51647.06189551292
127,2019-03-19 00:21:10,579.8568254952517,51543.79731409684
128,2019-03-19 00:21:20,578.9363678597931,51524.0223569816
129,2019-03-19 00:21:30,578.0310378041778,51464.430945499545
130,2019-03-19 00:21:40,579.0476368361352,51413.764779800345
131,2019-03-19 00:21:50,578.3995092915698,51463.64858042089
132,2019-03-19 00:22:00,577.4005837987866,51549.17754369947
133,2019-03-19 00:22:10,576.9923177948473,51635.866805596634
134,2019-03-19 00:22:20,577.2532786775589,51650.325148988704
135,2019-03-19 00:22:30,576.835511847007,51636.70246284769
136,2019-03-19 00:22:40,575.9097365003216,51637.06486479616
137,2019-03-19 00:22:50,574.8002515505636,51668.47430573118
138,2019-03-19 00:23:00,573.7498337960781,51710.96591028457
139,2019-03-19 00:23:10,572.018539241624,51726.24264769102
140,2019-03-19 00:23:20,569.8191992161062,51740.3977525338
141,2019-03-19 00:23:30,567.7325328818431,51703.46886074713
142,2019-03-19 00:23:40,569.9908211511843,51712.76391025372
143,2019-03-19 00:23:50,568.5076561177714,51769.409900068196
144,2019-03-19 00:24:00,568.1616927861899,51840.644102016005
145,2019-03-19 00:24:10,567.7428581599261,51905.55563944356
146,2019-03-19 00:24:20,566.1924224824518,51905.54606862134
147,2019-03-19 00:24:30,565.8816586161141,51860.65227246012
148,2019-03-19 00:24:40,564.6243531689493,51835.62049984024
149,2019-03-19 00:24:50,562.9698347433826,51890.53864182423
150,2019-03-19 00:25:00,559.5956286200658,51992.151913064234
151,2019-03-19 00:25:10,559.1027882445125,52064.86406698388
152,2019-03-19 00:25:20,561.0526040439486,52112.97157259053
153,2019-03-19 00:25:30,561.160359853872,52117.37425470814
154,2019-03-19 00:25:40,560.1278523089956,52093.63003603126
155,2019-03-19 00:25:50,558.8741367616385,52070.19240108039
156,2019-03-19 00:26:00,559.0735431844947,52018.195836099156
157,2019-03-19 00:26:10,558.7481215788264,52001.89250151335
158,2019-03-19 00:26:20,557.1397808167527,52035.00916975418
159,2019-03-19 00:26:30,557.3248412438948,52123.424293895514
160,2019-03-19 00:26:40,556.6227396917084,52164.199690467234
161,2019-03-19 00:26:50,555.521243534063,52152.85091038977
162,2019-03-19 00:27:00,554.1418687583613,52122.18135283589
163,2019-03-19 00:27:10,547.8257882500674,52086.287023577774
164,2019-03-19 00:27:20,553.4990359960592,51947.20848140673
165,2019-03-19 00:27:30,552.8799760031307,51843.67341484637
166,2019-03-19 00:27:40,553.1470809320712,51934.104394412556
167,2019-03-19 00:27:50,553.6269287244625,52053.47919029818
168,2019-03-19 00:28:00,553.0562496774852,52174.77962286883
169,2019-03-19 00:28:10,551.9144990632702,52313.70893545155
170,2019-03-19 00:28:20,551.4149539963796,52398.481339561324
171,2019-03-19 00:28:30,549.7730383512676,52428.58534805855
172,2019-03-19 00:28:40,550.3975755001591,52415.156408613155
173,2019-03-19 00:28:50,549.7756133382641,52364.80456975005
174,2019-03-19 00:29:00,549.0576226976941,52309.67349754529
175,2019-03-19 00:29:10,547.254775853377,52353.08253802338
176,2019-03-19 00:29:20,548.2802243656118,52455.64697058486
177,2019-03-19 00:29:30,548.097101055949,52510.016147093986
178,2019-03-19 00:29:40,546.9592827130003,52515.29689450319
179,2019-03-19 00:29:50,545.8541965993469,52471.102756375454
180,2019-03-19 00:30:00,546.2688596239971,52385.07430610535
181,2019-03-19 00:30:10,545.7466839321404,52288.14168773592
182,2019-03-19 00:30:20,544.4022014834867,52188.90546287
183,2019-03-19 00:30:30,545.9618646064598,52219.45643448807
184,2019-03-19 00:30:40,545.5343397761493,52365.31574577117
185,2019-03-19 00:30:50,542.8072728169462,52478.06633043074
186,2019-03-19 00:31:00,542.9458858593365,52540.00506480624
187,2019-03-19 00:31:10,543.022104570706,52570.028023784456
188,2019-03-19 00:31:20,543.1187610831669,52524.51771617831
189,2019-03-19 00:31:30,539.0834473295956,52393.04217313487
190,2019-03-19 00:31:40,535.0235944089451,52299.516063838986
191,2019-03-19 00:31:50,541.0442076975132,52332.90869318572
192,2019-03-19 00:32:00,541.5139450506338,52418.35244155396
193,2019-03-19 00:32:10,540.1167487157843,52538.70810107625
194,2019-03-19 00:32:20,540.1298743277234,52639.68419842339
195,2019-03-19 00:32:30,537.5472855022355,52656.01119893504
196,2019-03-19 00:32:40,531.758941571182,52565.16082445575
197,2019-03-19 00:32:50,538.725550497544,52504.503032161665
198,2019-03-19 00:33:00,537.5059515854977,52513.929734016645
199,2019-03-19 00:33:10,537.6380308791664,52586.31691458218
200,2019-03-19 00:33:20,537.2614569901144,52671.44456531101
201,2019-03-19 00:33:30,536.2440636439843,52725.344042077726
202,2019-03-19 00:33:40,535.1966579151767,52781.83516295995
203,2019-03-19 00:33:50,535.1342512047779,52746.11389411619
204,2019-03-19 00:34:00,534.8263649135093,52726.58506913063
205,2019-03-19 00:34:10,535.0986390637252,52785.3021227061
206,2019-03-19 00:34:20,534.1784453696109,52816.74513838406
207,2019-03-19 00:34:30,531.8043447313287,52851.91142077675
208,2019-03-19 00:34:40,530.0247425189707,52880.42559473284
209,2019-03-19 00:34:50,532.7123150609779,52867.57218810979
210,2019-03-19 00:35:00,531.5484875959996,52807.37939333951
211,2019-03-19 00:35:10,531.248503386914,52752.990338799864
212,2019-03-19 00:35:20,530.2934057994066,52715.680653496085
213,2019-03-19 00:35:30,526.5691330061017,52738.58958232492
214,2019-03-19 00:35:40,529.7633839064172,52797.21320650067
215,2019-03-19 00:35:50,529.2529518887151,52830.338623427895
216,2019-03-19 00:36:00,528.0497364332545,52875.17762390987
217,2019-03-19 00:36:10,525.9311589565488,52870.93440960832
218,2019-03-19 00:36:20,527.5046363565633,52880.56348970798
219,2019-03-19 00:36:30,526.8644077522728,52945.84930548996
220,2019-03-19 00:36:40,525.1063349794135,53049.37191610248
221,2019-03-19 00:36:50,526.1903788502638,53102.83018461093
222,2019-03-19 00:37:00,525.7603455512974,53085.86860555959
223,2019-03-19 00:37:10,523.3968977165649,53042.86566159548
224,2019-03-19 00:37:20,524.5734547024865,52978.41331603707
225,2019-03-19 00:37:30,524.062366920865,52932.26845356928
226,2019-03-19 00:37:40,522.8697674690924,52944.168898589305
227,2019-03-19 00:37:50,523.2680222801528,52943.4151157392
228,2019-03-19 00:38:00,523.3746498425859,52928.573471228025
229,2019-03-19 00:38:10,522.6252583866316,52921.62936702633
230,2019-03-19 00:38:20,521.7339937754037,52944.79011253192
231,2019-03-19 00:38:30,520.8899816497066,52980.05566324258
232,2019-03-19 00:38:40,519.54932767348,53029.9618108506
233,2019-03-19 00:38:50,520.6628055933863,53009.09935829149
234,2019-03-19 00:39:00,519.48693479436,52955.23371738893
235,2019-03-19 00:39:10,515.9741224503379,52977.076710683294
236,2019-03-19 00:39:20,518.4721621363427,53003.13129552032
237,2019-03-19 00:39:30,518.912267016271,53054.368505615435
238,2019-03-19 00:39:40,518.0597453245432,53115.59813826492
239,2019-03-19 00:39:50,518.1927417026279,53088.79236975029
240,2019-03-19 00:40:00,516.9913315201392,53034.91682281412
241,2019-03-19 00:40:10,516.8266605081282,53170.71439198928
242,2019-03-19 00:40:20,515.4735522326545,53153.97779670763
243,2019-03-19 00:40:30,515.5804854913139,53211.20611639128
244,2019-03-19 00:40:40,514.3217648509764,53249.63770815237
245,2019-03-19 00:40:50,514.3546077973057,53247.40662420565
246,2019-03-19 00:41:00,514.4872421450248,53258.59003420794
247,2019-03-19 00:41:10,512.4206422190313,53312.67122562785
248,2019-03-19 00:41:20,512.1813832475387,53415.39570192624
249,2019-03-19 00:41:30,513.3634431031574,53489.13938857325
250,2019-03-19 00:41:40,513.1459545763014,53495.809088721195
251,2019-03-19 00:41:50,511.2875676809423,53496.16170868064
252,2019-03-19 00:42:00,511.33839066493636,53458.66804730431
253,2019-03-19 00:42:10,510.910460235022,53409.53022613323
254,2019-03-19 00:42:20,510.47287845720246,53375.24348879443
255,2019-03-19 00:42:30,509.6827484579106,53393.08177804873
256,2019-03-19 00:42:40,509.60239699445776,53431.3169293279
257,2019-03-19 00:42:50,508.29745471011296,53468.21032762602
258,2019-03-19 00:43:00,507.1029330006147,53476.51108403314
259,2019-03-19 00:43:10,508.5620366004147,53406.758661955704
260,2019-03-19 00:43:20,507.7773505876814,53332.18923999466
261,2019-03-19 00:43:30,507.5639329513592,53299.166048106235
262,2019-03-19 00:43:40,507.4601032261269,53340.293639986405
263,2019-03-19 00:43:50,507.56328128456045,53347.92948288491
264,2019-03-19 00:44:00,506.24439356464944,53396.700721637106
265,2019-03-19 00:44:10,506.0199189898287,53497.010813554836
266,2019-03-19 00:44:20,505.2969655912062,53627.37288794203
267,2019-03-19 00:44:30,504.227797972469,53629.39284629538
268,2019-03-19 00:44:40,504.7685500941227,53637.30817451355
269,2019-03-19 00:44:50,505.51428234493784,53677.502877916566
270,2019-03-19 00:45:00,505.6354400933295,53661.59022215508
271,2019-03-19 00:45:10,503.8972668879155,53598.93232773975
272,2019-03-19 00:45:20,501.7982458567239,53528.87627205223
273,2019-03-19 00:45:30,503.09211595676373,53472.54132501388
274,2019-03-19 00:45:40,503.12920980817285,53464.69015324218
275,2019-03-19 00:45:50,501.9460970334294,53466.88064197982
276,2019-03-19 00:46:00,500.9593034679217,53471.44087906211
277,2019-03-19 00:46:10,501.93812586838294,53438.88634768322
278,2019-03-19 00:46:20,501.45000862927446,53443.16041918262
279,2019-03-19 00:46:30,499.3325541662375,53536.417588094715
280,2019-03-19 00:46:40,497.5903378641595,53595.280832918
281,2019-03-19 00:46:50,499.9655011923716,53608.374058426925
282,2019-03-19 00:47:00,500.3362483998314,53605.80370408291
283,2019-03-19 00:47:10,497.2060313834483,53563.79087031067
284,2019-03-19 00:47:20,498.4720575274493,53525.465283347316
285,2019-03-19 00:47:30,499.37215048154724,53511.28740820346
286,2019-03-19 00:47:40,498.59513062967847,53557.39574127637
287,2019-03-19 00:47:50,498.22704066497454,53546.601344632385
288,2019-03-19 00:48:00,498.22796553153415,53535.215461368294
289,2019-03-19 00:48:10,497.354232590907,53561.926357438264
290,2019-03-19 00:48:20,497.633217012379,53554.17877379314
291,2019-03-19 00:48:30,496.66934897632035,53530.33006403649
292,2019-03-19 00:48:40,496.96618836427797,53550.563911864265
293,2019-03-19 00:48:50,495.3693308125741,53565.3731156426
294,2019-03-19 00:49:00,495.6857783527362,53627.16338502007
295,2019-03-19 00:49:10,496.2772977729747,53697.03233203063
296,2019-03-19 00:49:20,495.4345736594556,53720.39434021597
297,2019-03-19 00:49:30,494.34729579377193,53722.57252119037
298,2019-03-19 00:49:40,492.74907621587414,53700.93252571833
299,2019-03-19 00:49:50,491.76964616940217,53702.134801246786
300,2019-03-19 00:50:00,492.9608756099877,53641.253787513735
301,2019-03-19 00:50:10,492.6281109215823,53646.55152686298
302,2019-03-19 00:50:20,493.48713983532696,53612.53899293349
303,2019-03-19 00:50:30,495.32474324274705,53601.92404516786
304,2019-03-19 00:50:40,495.8910216202093,53492.19500378253
305,2019-03-19 00:50:50,496.1273695633016,53496.67294038281
306,2019-03-19 00:51:00,496.6058936772834,53330.07821839313
307,2019-03-19 00:51:10,497.8736414871632,53270.66443701587
308,2019-03-19 00:51:20,499.6223623751745,53263.5370117888
309,2019-03-19 00:51:30,500.0919737433435,53169.774319799115
310,2019-03-19 00:51:40,499.77859154159336,53305.76197536286
311,2019-03-19 00:51:50,496.1455510897408,53327.95770482202
312,2019-03-19 00:52:00,500.5413006995361,53389.850620596895
313,2019-03-19 00:52:10,500.7374039858152,53425.07537907784
314,2019-03-19 00:52:20,500.76448601237854,53370.85060585966
315,2019-03-19 00:52:30,502.04819785950644,53361.80282699923
316,2019-03-19 00:52:40,500.90986508497843,53357.426897001744
317,2019-03-19 00:52:50,499.80272604135905,53382.70170675355
318,2019-03-19 00:53:00,497.53643492961004,53404.78041856386
319,2019-03-19 00:53:10,494.2727197014568,53294.47077977507
320,2019-03-19 00:53:20,496.82458943032077,53701.151049267195
321,2019-03-19 00:53:30,495.7332760591742,54027.74184584281
322,2019-03-19 00:53:40,495.8316718132681,54102.34564706463
323,2019-03-19 00:53:50,496.48414949552773,54132.98613398711
324,2019-03-19 00:54:00,496.54878712420395,54290.40570465053
325,2019-03-19 00:54:10,494.60936393555875,54251.817853192246
326,2019-03-19 00:54:20,493.69196674811593,54132.60918152569
327,2019-03-19 00:54:30,495.85089978036774,53936.71552814859
328,2019-03-19 00:54:40,495.84653477886366,53682.15041334615
329,2019-03-19 00:54:50,497.49101219719705,53434.22089509832
330,2019-03-19 00:55:00,498.8046383793213,53205.80105994113
331,2019-03-19 00:55:10,497.96672819488225,53021.30844717203
332,2019-03-19 00:55:20,498.477311131852,52983.837309792645
333,2019-03-19 00:55:30,499.42990191326675,52973.28073700728
334,2019-03-19 00:55:40,500.4446148535231,52895.16324384344
335,2019-03-19 00:55:50,499.0400941686762,52939.68992269815
336,2019-03-19 00:56:00,499.302217971473,53007.654140864935
337,2019-03-19 00:56:10,499.547083248053,52990.669008305464
338,2019-03-19 00:56:20,498.50042651697083,52953.19569035689
339,2019-03-19 00:56:30,498.88611192667975,52921.38186416114
340,2019-03-19 00:56:40,499.699236499835,53003.5193965488
341,2019-03-19 00:56:50,500.7651840079083,53175.431245116655
342,2019-03-19 00:57:00,503.37008710988425,53340.65517972771
343,2019-03-19 00:57:10,503.4041418553051,53473.84156844034
344,2019-03-19 00:57:20,501.6213597100417,53487.53403277302
345,2019-03-19 00:57:30,500.72861926643645,53492.86086137848
346,2019-03-19 00:57:40,500.5050065352846,53528.084007462785
347,2019-03-19 00:57:50,499.5564578818549,53550.91562192477
348,2019-03-19 00:58:00,498.67610352117845,53511.38115033075
349,2019-03-19 00:58:10,497.90845374363766,53374.36617848345
350,2019-03-19 00:58:20,496.64156623449963,53267.69103477483
351,2019-03-19 00:58:30,496.9494462418201,53295.81547317698
352,2019-03-19 00:58:40,495.81675608347285,53371.53687228049
353,2019-03-19 00:58:50,494.3379469570115,53527.39794320071
354,2019-03-19 00:59:00,493.6239704488931,53546.18949695466
355,2019-03-19 00:59:10,492.78077568919986,53583.97785615368
356,2019-03-19 00:59:20,490.17664587640587,53586.6104151987
357,2019-03-19 00:59:30,491.9477225192363,53578.57867832255
358,2019-03-19 00:59:40,491.2290143280706,53596.48266197273
359,2019-03-19 00:59:50,488.9914711930588,53525.090700088695
360,2019-03-19 01:00:00,489.64250500306775,53519.373189736216
361,2019-03-19 01:00:10,489.8655170893491,53524.41427729649
362,2019-03-19 01:00:20,489.27608678858707,53497.42130616337
363,2019-03-19 01:00:30,486.04780449780543,53513.84097610071
364,2019-03-19 01:00:40,488.62332417192346,53507.5083562476
365,2019-03-19 01:00:50,487.9005051272561,53537.79090499712
366,2019-03-19 01:01:00,486.06601026251724,53504.75269144664
367,2019-03-19 01:01:10,486.09803548094345,53471.87335579113
368,2019-03-19 01:01:20,486.5509945851755,53475.06117809906
369,2019-03-19 01:01:30,484.8822513266633,53457.51510843052
370,2019-03-19 01:01:40,484.6896683942227,53481.23890181754
371,2019-03-19 01:01:50,486.4936967159822,53461.16825833669
372,2019-03-19 01:02:00,486.65744383749546,53468.16977869357
373,2019-03-19 01:02:10,487.2989137100162,53502.92069390276
374,2019-03-19 01:02:20,488.0674312031234,53491.39850871023
375,2019-03-19 01:02:30,486.8333587697304,53479.369851034004
376,2019-03-19 01:02:40,486.21440376309124,53450.40998713472
377,2019-03-19 01:02:50,487.22518808307285,53418.86741572348
378,2019-03-19 01:03:00,487.6668931919272,53470.05953030668
379,2019-03-19 01:03:10,485.81753125911433,53460.628686323784
380,2019-03-19 01:03:20,484.8274847684557,53378.70539071086
381,2019-03-19 01:03:30,491.2023344782192,53346.66343100348
382,2019-03-19 01:03:40,490.72299258497367,53304.742434670916
383,2019-03-19 01:03:50,490.2423104920146,53304.344060831034
384,2019-03-19 01:04:00,486.4171446719127,53290.20788674745
385,2019-03-19 01:04:10,487.5841334225143,53258.31430504675
386,2019-03-19 01:04:20,487.13611289302503,53255.14451751658
387,2019-03-19 01:04:30,485.8561560723665,53291.352344798914
388,2019-03-19 01:04:40,484.6866361809329,53375.4276884772
389,2019-03-19 01:04:50,485.3355787096023,53365.170419364265
390,2019-03-19 01:05:00,484.9439265442158,53375.811912137695
391,2019-03-19 01:05:10,482.07893606223087,53421.92312146586
392,2019-03-19 01:05:20,485.02330130252915,53461.5846735108
393,2019-03-19 01:05:30,485.1169647595258,53460.84706061237
394,2019-03-19 01:05:40,483.6099280820737,53432.313952526376
395,2019-03-19 01:05:50,484.5428035177515,53384.42549252461
396,2019-03-19 01:06:00,483.9162282290324,53283.279490808156
397,2019-03-19 01:06:10,480.5774720766674,53293.43228709968
398,2019-03-19 01:06:20,482.062129715179,53357.37517145237
399,2019-03-19 01:06:30,483.6045717290146,53393.80509673238
400,2019-03-19 01:06:40,483.0736879153661,53497.16529945968
401,2019-03-19 01:06:50,480.9865193719597,53545.96740711493
402,2019-03-19 01:07:00,476.41062447256724,53558.13385131504
403,2019-03-19 01:07:10,481.9580519564813,53563.27333688909
404,2019-03-19 01:07:20,482.1934284625103,53508.73504824125
405,2019-03-19 01:07:30,479.23577823223764,53418.032217015214
406,2019-03-19 01:07:40,481.6171390763692,53314.989450111796
407,2019-03-19 01:07:50,481.1237466761005,53248.30939025416
408,2019-03-19 01:08:00,480.81483457146913,53308.17964650286
409,2019-03-19 01:08:10,479.30136187116665,53383.58077051488
410,2019-03-19 01:08:20,480.33213732640695,53411.903362131474
411,2019-03-19 01:08:30,479.9816278302387,53358.849023988565
412,2019-03-19 01:08:40,479.0399750045695,53267.22939022129
413,2019-03-19 01:08:50,478.60712513550135,53171.67144014692
414,2019-03-19 01:09:00,478.4260050181501,53100.144570970566
415,2019-03-19 01:09:10,477.84104041053666,53074.568466947814
416,2019-03-19 01:09:20,474.9900538692457,53053.113999875386
417,2019-03-19 01:09:30,476.89942422038825,53085.49504484296
418,2019-03-19 01:09:40,477.05474524674383,53148.54284124257
419,2019-03-19 01:09:50,471.8509311977031,53164.40793594488
420,2019-03-19 01:10:00,475.7472548948403,53151.83459526822
421,2019-03-19 01:10:10,475.0498072979613,53155.638958606476
422,2019-03-19 01:10:20,478.4314770157927,53166.30632254236
423,2019-03-19 01:10:30,474.91087990008475,53154.304856475675
424,2019-03-19 01:10:40,475.0324332611347,53203.62254531089
425,2019-03-19 01:10:50,474.4872511479473,53255.25837175999
426,2019-03-19 01:11:00,474.2249573146812,53294.73140319476
427,2019-03-19 01:11:10,474.50738116170754,53277.875451685424
428,2019-03-19 01:11:20,474.3258355294514,53170.502299333326
429,2019-03-19 01:11:30,473.8528525939145,53073.64876966929
430,2019-03-19 01:11:40,472.5672681752915,53081.85920990501
431,2019-03-19 01:11:50,472.5693904375286,53122.19789969911
432,2019-03-19 01:12:00,471.6704918605681,53105.28287947744
433,2019-03-19 01:12:10,471.07383940104614,53092.61832886691
434,2019-03-19 01:12:20,469.379598631045,53077.98160772837
435,2019-03-19 01:12:30,470.2876027642831,53035.33258105442
436,2019-03-19 01:12:40,469.5687167044364,52996.39173627861
437,2019-03-19 01:12:50,469.0387719761017,52978.13876997067
438,2019-03-19 01:13:00,465.8434476195836,52984.32990620978
439,2019-03-19 01:13:10,468.183659853664,53087.68108503476
440,2019-03-19 01:13:20,467.5949536864228,53194.61068401503
441,2019-03-19 01:13:30,467.43682974748515,53244.403500855544
442,2019-03-19 01:13:40,463.60907566895463,53268.24726457987
443,2019-03-19 01:13:50,465.94821249488757,53246.816918821605
444,2019-03-19 01:14:00,465.59787544054007,53201.00218111259
445,2019-03-19 01:14:10,464.6001828621067,53171.371393408655
446,2019-03-19 01:14:20,463.7140043780926,53167.70755429233
447,2019-03-19 01:14:30,463.93607534131945,53259.98322344758
448,2019-03-19 01:14:40,463.71655119695583,53389.902154328556
449,2019-03-19 01:14:50,462.2699131810221,53440.74400608655
450,2019-03-19 01:15:00,462.35864320920626,53495.55779490925
451,2019-03-19 01:15:10,461.82206804980507,53544.26535748775
